,isbn,title,author,pub_year,publisher,categories,description,Category,Price,
87,330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK),Diary fiction,"Bridget Jones's Diary was first published in 1996 and applauded by critics from Salman Rushdie to Jilly Cooper. A number one best-seller, Helen Fielding's book has sold over fifteen million copies worldwide and has been turned into an Academy Award-nominated film starring Renee Zellweger, Colin Firth and Hugh Grant. Bridget Jones's Diary is followed by Bridget Jones: The Edge of Reason and Bridget Jones: Mad About the Boy. Bridget Jones is everyone's favourite spinster. In Bridget Jones's Diary she documents her struggles through the social minefield of her 30s and tries to weigh up the eternal question: Daniel Cleaver of Mark Darcy? She is supported through the whole process by four indispensable friends, Shazzer, Jude, Tom and a bottle of chardonnay. A dazzling urban satire of modern relationships? An ironic, tragic insight into the demise of the nuclear family? Or the confused ramblings of a pissed thirty-something?","Entertainment,Educational",135.13,
88,486284735,Pride and Prejudice (Dover Thrift Editions),Jane Austen,1995,Dover Publications,Fiction,"In early nineteenth-century England, a spirited young woman copes with the suit of a snobbish gentleman, as well as the romantic entanglements of her four sisters.","Entertainment,Spiritual",136.37,
89,399138684,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994,Putnam Pub Group,,,"Entertainment,Educational,Spiritual",137.61,
90,345354931,Night Mare (Xanth Novels (Paperback)),Piers Anthony,1990,Del Rey Books,Fiction,"Mare Imbri, a deliverer of bad dreams, is made partially real so that she can warn King Trent of Xanth about the coming invasion","Educational,Spiritual",138.85,
91,553278223,The Martian Chronicles,RAY BRADBURY,1984,Spectra,Interplanetary voyages,,"Spiritual,Entertainment",140.08,
92,3257208626,Fahrenheit 451,Ray Bradbury,1994,Distribooks Inc,Fiction,"'Fahrenheit 451' ist die Temperatur, bei der ""Bücherpapier Feuer fängt und verbrennt"". In Ray Bradburys Zukunftsvision ist die Feuerwehr nicht mehr mit Wasserspritzen ausgerüstet, sondern mit Flammenwerfern, die genau diesen Hitzegrad erzeugen, um die letzten Zeugnisse individualistischen Denkens - die Bücher - zu vernichten. Da -beginnt der Feuerwehrmann Guy Montag, sich Fragen zu stellen... Die beängstigende Geschichte von einer Welt, in der das Bücherlesen mit Gefängnis und Tod bestraft wird, ist ein zeitloses Plädoyer für das freie Denken.",Entertainment,141.32,
93,3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho,2002,Distribooks,Fiction,"Die Geschichte einer unglücklichen jungen Frau, die sterben will und erst angesichts des Todes entdeckt, wie schön das Leben sein kann, wenn man darum kämpft und etwas riskiert. Ein wunderbares Buch über die Prise 'Verrücktheit', die es braucht, um den eigenen Lebenstraum Wirklichkeit werden zu lassen, und eine große Liebeserklärung an das Glück in jedem von uns.",Educational,142.56,
94,3492045642,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,2003,Piper,,,Spiritual,143.80,
95,3498020862,Die Korrekturen.,Jonathan Franzen,2002,"Rowohlt, Reinbek",American fiction,"Im Mittelpunkt steht die Familie Lambert. Enid Lambert sehnt sich nach einem letzten Weihnachtsfest mit ihren erwachsenen Kindern und ihrem an Parkinson erkrankten Mann bei sich in St. Jude. Doch die Kinder tun sich schwer, ihr diesen Wunsch zu gewähren.","Entertainment,Educational",145.04,
96,60977493,The God of Small Things,Arundhati Roy,1998,Perennial,Fiction,"The story of the tragic decline of an Indian family whose members suffer the terrible consequences of forbidden love, The God of Small Things is set in the state of Kerala, on the southernmost tip of India. Armed only with the invincible innocence of children, the twins Rahel and Esthappen fashion a childhood for themselves in the shade of the wreck that is their family -- their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts). When their English cousin and her mother arrive on a Christmas visit, the twins learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever. The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.","Entertainment,Spiritual",146.27,
97,316602906,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",African American psychologists,"At the outset of his career with the FBI, Alex Cross is instructed to track down a band of kidnappers who are snatching people and possibly selling them into slavery, a case that is complicated by a terrible threat to Cross's own family.","Entertainment,Educational,Spiritual",147.51,
98,316693006,Four Blind Mice,James Patterson,2002,"Little, Brown",Fiction,"With his resignation from the Washington Police interrupted by a case involving a friend who has been framed for murder, Alex Cross and partner John Sampson journey deep across military lines to confront the most brutal killer of their careers. 1,500,000 first printing.","Educational,Spiritual",148.75,
99,345311396,Private Screening,Richard North Patterson,1994,Ballantine Books,Fiction,"In a sensational trial that is taken over by a mysterious terrorist, attorney Tony Lord defends a man accuses of assassinating presidential hopeful James Kilcannon. By the author of Degree of Guilt. Reissue.","Spiritual,Entertainment",149.99,
100,345378490,Congo,Michael Crichton,1995,Ballantine Books,Fiction,"Armed with the latest gifts of advanced technology, a California scientist, a ruthless corporation agent, and a mercenary hunter face the dangers of the Congo jungle in search of the diamonds of the lost city of Zinj",Entertainment,151.23,
101,345404793,Protect and Defend,Richard North Patterson,2001,Ballantine Books,Fiction,"When the Chief Justice of the Supreme Court drops dead following the inauguration, President Kerry Kilcannon selects as a replacement Judge Caroline Masters, a woman who hides a secret that could affect her ruling on a controversial case.",Educational,152.46,
102,345433173,The Tall Pine Polka,Lorna Landvik,1999,Ballantine Books,,,Spiritual,153.70,
103,375400117,Memoirs of a Geisha,Arthur Golden,1997,Alfred A. Knopf,,,"Entertainment,Educational",154.94,
104,375705856,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,Fiction,"From the unsettled lives of a small-town teacher struggling to raise two boys alone in the face of their mother's retreat from life, a pregnant teenage girl with nowhere to go, and two elderly bachelor farmers emerges a new vision of life and family as their diverse destinies intertwine. 200,000 first printing.","Entertainment,Spiritual",156.18,
105,380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon,Fiction,Chief Medical Examiner Kay Scarpetta investigates the murder of a reclusive author and discovers that being a coroner is much more than laboratory work as she becomes involved in a dangerous criminal investigation,"Entertainment,Educational,Spiritual",157.42,
106,380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon,Fiction,"Dr. Kay Scarpetta is up against a serial killer who targets young lovers. Four couples have disappeared, only to turn up dead months afterward...Now a fifth pair is missing, and the mother of the girl is a powerhouse recently named by the president to head his war on drugs.","Educational,Spiritual",158.65,
107,038076654X,Petals on the River,Kathleen E. Woodiwiss,1997,Avon Trade,,,"Spiritual,Entertainment",159.89,
108,380807866,The Elusive Flame,Kathleen E. Woodiwiss,1999,Avon,Fiction,"A woman in desperate straits ... A fearless man ...A marriage of convenience on turbulent waters ... Cerynise Kendall has been left destitute and in dire need following the death of her doting patron and protectress. A brilliant young artist tossed from her home with only the clothes on her back, Cerynise must now turn to a childhood companion for assistance - the dashing sea captain Beauregard Birmingham and beg him to provide her with passage to the Carolinas. She seeks a new home and a new life across the waters, but all depends upon the kindness of a charming adventurer who was once the object of her youthful infatuation. Beneath Birmingham′s rugged exterior beats a heart as large and wild as the Atlantic, and Beau readily agrees to aid Cerynise - even offering her his name in marriage, albeit temporarily, to protect his long time friend from scandal. But perilous secrets, determined enemies and tempests of the sea and soul threaten their future and safe passage even as bonds of camaraderie are miraculously reforged as bonds of desire ... and affection becomes passion and love.",Entertainment,161.13,
